,rank,lForm,lemma,pos,wType,frequency,pmw,len_syll,len_mora,roma,syll,mora,K_acc_A,K_acc_B
1697,1430,デンシ,電子,名詞,漢,6610,63.1856123,2,3,denshi,"['デン', 'シ']","['デ', 'ン', 'シ']",1,0
1698,1978,デンシャ,電車,名詞,漢,4776,45.6542336,2,3,densha,"['デン', 'シャ']","['デ', 'ン', 'シャ']",1,0
1699,1612,デントウ,伝統,名詞,漢,5892,56.3221827,2,4,dentou,"['デン', 'トウ']","['デ', 'ン', 'ト', 'ウ']",1,0
1700,1111,テンノウ,天皇,名詞,漢,8583,82.045705,2,4,tennou,"['テン', 'ノウ']","['テ', 'ン', 'ノ', 'ウ']",1,0
1701,290,デンワ,電話,名詞,漢,29494,281.9359227,2,3,denwa,"['デン', 'ワ']","['デ', 'ン', 'ワ']",1,0
1704,772,ト,都,名詞,漢,12223,116.8408077,1,1,to,['ト'],['ト'],1,0
1705,164,ド,度,名詞,漢,54088,517.032284,1,1,do,['ド'],['ド'],1,0
1716,2292,トウイツ,統一,名詞,漢,4043,38.6474176,3,4,touitsu,"['トウ', 'イ', 'ツ']","['ト', 'ウ', 'イ', 'ツ']",0,1
1718,767,トウガイ,当該,名詞,漢,12376,118.3033491,2,4,tougai,"['トウ', 'ガイ']","['ト', 'ウ', 'ガ', 'イ']",0,1
1719,2378,トウキ,登記,名詞,漢,3871,37.0032534,2,3,touki,"['トウ', 'キ']","['ト', 'ウ', 'キ']",0,1
1721,2281,ドウグ,道具,名詞,漢,4066,38.8672768,2,3,dougu,"['ドウ', 'グ']","['ド', 'ウ', 'グ']",0,1
1722,1752,トウケイ,統計,名詞,漢,5405,51.6669038,2,4,toukei,"['トウ', 'ケイ']","['ト', 'ウ', 'ケ', 'イ']",0,1
1723,2680,トウゴウ,統合,名詞,漢,3351,32.0325245,2,4,tougou,"['トウ', 'ゴウ']","['ト', 'ウ', 'ゴ', 'ウ']",0,1
1724,2267,ドウコウ,動向,名詞,漢,4086,39.0584587,2,4,doukou,"['ドウ', 'コウ']","['ド', 'ウ', 'コ', 'ウ']",0,1
1725,2197,ドウサン,動産,名詞,漢,4242,40.5496774,2,4,dousan,"['ドウ', 'サン']","['ド', 'ウ', 'サ', 'ン']",0,1
1726,737,トウシ,投資,名詞,漢,12819,122.5380278,2,3,toushi,"['トウ', 'シ']","['ト', 'ウ', 'シ']",0,1
1727,524,トウジ,当時,名詞,漢,17505,167.331943,2,3,touji,"['トウ', 'ジ']","['ト', 'ウ', 'ジ']",0,1
1728,668,ドウジ,同時,名詞,漢,13913,132.9956768,2,3,douji,"['ドウ', 'ジ']","['ド', 'ウ', 'ジ']",0,1
1729,2475,トウジツ,当日,名詞,漢,3687,35.2443801,3,4,toujitsu,"['トウ', 'ジ', 'ツ']","['ト', 'ウ', 'ジ', 'ツ']",0,1
1730,2090,トウショ,当初,名詞,漢,4504,43.05416,2,3,tousho,"['トウ', 'ショ']","['ト', 'ウ', 'ショ']",0,1
1731,1134,トウジョウ,登場,名詞,漢,8490,81.1567093,3,4,toujou,"['トウ', 'ジョ', 'ウ']","['ト', 'ウ', 'ジョ', 'ウ']",0,1
1735,2275,トウチャク,到着,名詞,漢,4072,38.9246314,3,4,touchaku,"['トウ', 'チャ', 'ク']","['ト', 'ウ', 'チャ', 'ク']",0,1
1736,1180,ドウニュウ,導入,名詞,漢,8160,78.0022082,3,4,dounyuu,"['ドウ', 'ニュ', 'ウ']","['ド', 'ウ', 'ニュ', 'ウ']",0,1
1737,2753,トウヒョウ,投票,名詞,漢,3247,31.0383787,3,4,touhyou,"['トウ', 'ヒョ', 'ウ']","['ト', 'ウ', 'ヒョ', 'ウ']",0,1
1738,993,ドウブツ,動物,名詞,漢,9483,90.6488898,3,4,doubutsu,"['ドウ', 'ブ', 'ツ']","['ド', 'ウ', 'ブ', 'ツ']",0,1
1740,784,ドウロ,道路,名詞,漢,12058,115.2635572,2,3,douro,"['ドウ', 'ロ']","['ド', 'ウ', 'ロ']",0,1
1741,902,トウロク,登録,名詞,漢,10609,101.4124298,3,4,touroku,"['トウ', 'ロ', 'ク']","['ト', 'ウ', 'ロ', 'ク']",0,1
1749,2812,トクイ,得意,名詞,漢,3160,30.2067375,3,3,tokui,"['ト', 'ク', 'イ']","['ト', 'ク', 'イ']",1,0
1751,2684,ドクシャ,読者,名詞,漢,3347,31.9942881,3,3,dokusha,"['ド', 'ク', 'シャ']","['ド', 'ク', 'シャ']",1,0
1753,2757,トクセイ,特性,名詞,漢,3244,31.0097014,3,4,tokusei,"['ト', 'ク', 'セイ']","['ト', 'ク', 'セ', 'イ']",1,0
1754,1070,トクチョウ,特徴,名詞,漢,8934,85.4009471,4,4,tokuchou,"['ト', 'ク', 'チョ', 'ウ']","['ト', 'ク', 'チョ', 'ウ']",1,0
1755,857,トクテイ,特定,名詞,漢,11057,105.6949039,3,4,tokutei,"['ト', 'ク', 'テイ']","['ト', 'ク', 'テ', 'イ']",1,0
1758,1475,ドクリツ,独立,名詞,漢,6448,61.637039,4,4,dokuritsu,"['ド', 'ク', 'リ', 'ツ']","['ド', 'ク', 'リ', 'ツ']",1,0
1759,1992,トケイ,時計,名詞,漢,4747,45.3770199,2,3,tokei,"['ト', 'ケイ']","['ト', 'ケ', 'イ']",1,0
1764,496,トシ,都市,名詞,漢,18556,177.3785509,2,2,toshi,"['ト', 'シ']","['ト', 'シ']",1,0
1766,1411,トショ,図書,名詞,漢,6692,63.969458,2,2,tosho,"['ト', 'ショ']","['ト', 'ショ']",1,0
1768,646,トチ,土地,名詞,漢,14446,138.090674,2,2,tochi,"['ト', 'チ']","['ト', 'チ']",1,0
1769,1210,トチュウ,途中,名詞,漢,7967,76.157303,3,3,tochuu,"['ト', 'チュ', 'ウ']","['ト', 'チュ', 'ウ']",1,0
1788,2586,ドヨウ,土曜,名詞,漢,3504,33.4950659,2,3,doyou,"['ド', 'ヨウ']","['ド', 'ヨ', 'ウ']",0,1
1800,933,ドリョク,努力,名詞,漢,10214,97.6365876,3,3,doryoku,"['ド', 'リョ', 'ク']","['ド', 'リョ', 'ク']",1,0
1812,1713,ナイカク,内閣,名詞,漢,5525,52.8139951,3,4,naikaku,"['ナイ', 'カ', 'ク']","['ナ', 'イ', 'カ', 'ク']",1,0
1813,1601,ナイブ,内部,名詞,漢,5928,56.6663101,2,3,naibu,"['ナイ', 'ブ']","['ナ', 'イ', 'ブ']",1,0
1814,324,ナイヨウ,内容,名詞,漢,26647,254.7211816,2,4,naiyou,"['ナイ', 'ヨウ']","['ナ', 'イ', 'ヨ', 'ウ']",1,0
1837,1964,ナットク,納得,名詞,漢,4809,45.9696837,3,4,nattoku,"['ナッ', 'ト', 'ク']","['ナ', 'ッ', 'ト', 'ク']",0,1
1861,28,ニ,二,名詞,漢,402327,3845.881669,1,1,ni,['ニ'],['ニ'],0,1
1864,1661,ニク,肉,名詞,漢,5687,54.3625684,2,2,niku,"['ニ', 'ク']","['ニ', 'ク']",0,1
1867,66,ニジュウ,二十,名詞,漢,157169,1502.393267,3,3,nijuu,"['ニ', 'ジュ', 'ウ']","['ニ', 'ジュ', 'ウ']",1,0
1868,193,ニセン,二千,名詞,漢,42567,406.9019604,2,3,nisen,"['ニ', 'セン']","['ニ', 'セ', 'ン']",0,1
1870,1739,ニチジ,日時,名詞,漢,5443,52.0301494,3,3,nichiji,"['ニ', 'チ', 'ジ']","['ニ', 'チ', 'ジ']",0,1
1871,1448,ニチジョウ,日常,名詞,漢,6553,62.6407439,4,4,nichijou,"['ニ', 'チ', 'ジョ', 'ウ']","['ニ', 'チ', 'ジョ', 'ウ']",0,1
1872,2145,ニチヨウ,日曜,名詞,漢,4358,41.6585323,3,4,nichiyou,"['ニ', 'チ', 'ヨウ']","['ニ', 'チ', 'ヨ', 'ウ']",0,1
1873,2548,ニッキ,日記,名詞,漢,3569,34.116407,2,3,nikki,"['ニッ', 'キ']","['ニ', 'ッ', 'キ']",0,1
1876,239,ニヒャク,二百,名詞,漢,36086,344.9494712,3,3,nihyaku,"['ニ', 'ヒャ', 'ク']","['ニ', 'ヒャ', 'ク']",0,1
1877,2015,ニュウイン,入院,名詞,漢,4668,44.6218515,3,4,nyuuin,"['ニュ', 'ウ', 'イン']","['ニュ', 'ウ', 'イ', 'ン']",0,1
1878,2440,ニュウサツ,入札,名詞,漢,3744,35.7892485,4,4,nyuusatsu,"['ニュ', 'ウ', 'サ', 'ツ']","['ニュ', 'ウ', 'サ', 'ツ']",0,1
1884,1056,ニンキ,人気,名詞,漢,9041,86.4237701,2,3,ninki,"['ニン', 'キ']","['ニ', 'ン', 'キ']",0,1
1885,192,ニンゲン,人間,名詞,漢,42617,407.3799151,2,4,ningen,"['ニン', 'ゲン']","['ニ', 'ン', 'ゲ', 'ン']",0,1
1886,1058,ニンシキ,認識,名詞,漢,9028,86.2995019,3,4,ninshiki,"['ニン', 'シ', 'キ']","['ニ', 'ン', 'シ', 'キ']",0,1
1887,2032,ニンシン,妊娠,名詞,漢,4629,44.2490468,2,4,ninshin,"['ニン', 'シン']","['ニ', 'ン', 'シ', 'ン']",0,1
1888,2797,ニンズウ,人数,名詞,漢,3178,30.3788012,2,4,ninzuu,"['ニン', 'ズウ']","['ニ', 'ン', 'ズ', 'ウ']",0,1
1889,1949,ニンテイ,認定,名詞,漢,4843,46.2946929,2,4,nintei,"['ニン', 'テイ']","['ニ', 'ン', 'テ', 'イ']",0,1
1898,1827,ネツ,熱,名詞,漢,5199,49.6977305,2,2,netsu,"['ネ', 'ツ']","['ネ', 'ツ']",0,1
1904,42,ネン,年,名詞,漢,246629,2357.549829,1,2,nen,['ネン'],"['ネ', 'ン']",0,1
1905,564,ネンカン,年間,名詞,漢,16196,154.8190887,2,4,nenkan,"['ネン', 'カン']","['ネ', 'ン', 'カ', 'ン']",1,0
1906,750,ネンキン,年金,名詞,漢,12512,119.6033859,2,4,nenkin,"['ネン', 'キン']","['ネ', 'ン', 'キ', 'ン']",1,0
1907,273,ネンド,年度,名詞,漢,31877,304.715244,2,3,nendo,"['ネン', 'ド']","['ネ', 'ン', 'ド']",1,0
1908,2571,ネンリョウ,燃料,名詞,漢,3527,33.714925,3,4,nenryou,"['ネン', 'リョ', 'ウ']","['ネ', 'ン', 'リョ', 'ウ']",1,0
1909,932,ネンレイ,年齢,名詞,漢,10222,97.7130603,2,4,nenrei,"['ネン', 'レイ']","['ネ', 'ン', 'レ', 'イ']",1,0
1913,1415,ノウ,脳,名詞,漢,6656,63.6253306,1,2,nou,['ノウ'],"['ノ', 'ウ']",0,1
1914,2678,ノウカ,農家,名詞,漢,3352,32.0420836,2,3,nouka,"['ノウ', 'カ']","['ノ', 'ウ', 'カ']",0,1
1915,976,ノウギョウ,農業,名詞,漢,9681,92.5415904,3,4,nougyou,"['ノウ', 'ギョ', 'ウ']","['ノ', 'ウ', 'ギョ', 'ウ']",0,1
1916,752,ノウリョク,能力,名詞,漢,12500,119.4886768,3,4,nouryoku,"['ノウ', 'リョ', 'ク']","['ノ', 'ウ', 'リョ', 'ク']",0,1
1939,1976,ハアク,把握,名詞,漢,4782,45.7115882,2,3,haaku,"['ハア', 'ク']","['ハ', 'ア', 'ク']",1,0
1941,2331,ハイ,杯,名詞,漢,3957,37.8253355,1,2,hai,['ハイ'],"['ハ', 'イ']",1,0
1942,1004,バイ,倍,名詞,漢,9441,90.2474078,1,2,bai,['バイ'],"['バ', 'イ']",0,1
1943,2312,ハイキ,廃棄,名詞,漢,4013,38.3606448,2,3,haiki,"['ハイ', 'キ']","['ハ', 'イ', 'キ']",0,1
1944,1614,ハイケイ,背景,名詞,漢,5881,56.2170327,2,4,haikei,"['ハイ', 'ケイ']","['ハ', 'イ', 'ケ', 'イ']",1,0
1945,2634,ハイシ,廃止,名詞,漢,3439,32.8737248,2,3,haishi,"['ハイ', 'シ']","['ハ', 'イ', 'シ']",0,1
1946,2283,ハイチ,配置,名詞,漢,4060,38.8099222,2,3,haichi,"['ハイ', 'チ']","['ハ', 'イ', 'チ']",0,1
1947,2087,ハイリョ,配慮,名詞,漢,4511,43.1210737,2,3,hairyo,"['ハイ', 'リョ']","['ハ', 'イ', 'リョ']",0,1
1949,1224,バカ,馬鹿,名詞,漢,7890,75.4212528,2,2,baka,"['バ', 'カ']","['バ', 'カ']",0,1
1950,2167,ハカイ,破壊,名詞,漢,4323,41.323964,2,3,hakai,"['ハ', 'カイ']","['ハ', 'カ', 'イ']",0,1
1951,2510,ハカセ,博士,名詞,漢,3633,34.728189,3,3,hakase,"['ハ', 'カ', 'セ']","['ハ', 'カ', 'セ']",0,1
1954,2740,バクフ,幕府,名詞,漢,3273,31.2869151,3,3,bakufu,"['バ', 'ク', 'フ']","['バ', 'ク', 'フ']",1,0
1956,1497,ハケン,派遣,名詞,漢,6349,60.6906887,2,3,haken,"['ハ', 'ケン']","['ハ', 'ケ', 'ン']",1,0
1979,70,ハチ,八,名詞,漢,148055,1415.271683,2,2,hachi,"['ハ', 'チ']","['ハ', 'チ']",1,0
1980,170,ハチジュウ,八十,名詞,漢,49505,473.2229556,4,4,hachijuu,"['ハ', 'チ', 'ジュ', 'ウ']","['ハ', 'チ', 'ジュ', 'ウ']",0,1
1983,2339,ハッキ,発揮,名詞,漢,3940,37.6628309,2,3,hakki,"['ハッ', 'キ']","['ハ', 'ッ', 'キ']",0,1
1987,980,ハッケン,発見,名詞,漢,9657,92.3121721,2,4,hakken,"['ハッ', 'ケン']","['ハ', 'ッ', 'ケ', 'ン']",0,1
1988,1947,ハツゲン,発言,名詞,漢,4845,46.3138111,3,4,hatsugen,"['ハ', 'ツ', 'ゲン']","['ハ', 'ツ', 'ゲ', 'ン']",0,1
1989,1505,ハッコウ,発行,名詞,漢,6315,60.3656795,2,4,hakkou,"['ハッ', 'コウ']","['ハ', 'ッ', 'コ', 'ウ']",0,1
1991,583,ハッセイ,発生,名詞,漢,15699,150.068219,2,4,hassei,"['ハッ', 'セイ']","['ハ', 'ッ', 'セ', 'イ']",0,1
1992,1507,ハッセン,八千,名詞,漢,6302,60.2414113,2,4,hassen,"['ハッ', 'セン']","['ハ', 'ッ', 'セ', 'ン']",1,0
1993,2061,ハッタツ,発達,名詞,漢,4563,43.6181466,3,4,hattatsu,"['ハッ', 'タ', 'ツ']","['ハ', 'ッ', 'タ', 'ツ']",0,1
1994,937,ハッテン,発展,名詞,漢,10149,97.0152465,2,4,hatten,"['ハッ', 'テン']","['ハ', 'ッ', 'テ', 'ン']",0,1
1995,1747,ハツバイ,発売,名詞,漢,5419,51.8007312,3,4,hatsubai,"['ハ', 'ツ', 'バイ']","['ハ', 'ツ', 'バ', 'イ']",0,1
1996,349,ハッピャク,八百,名詞,漢,24723,236.3294845,3,4,happyaku,"['ハッ', 'ピャ', 'ク']","['ハ', 'ッ', 'ピャ', 'ク']",0,1
1997,948,ハッピョウ,発表,名詞,漢,10032,95.8968324,3,4,happyou,"['ハッ', 'ピョ', 'ウ']","['ハ', 'ッ', 'ピョ', 'ウ']",0,1
2017,939,ハン,半,名詞,漢,10122,96.7571509,1,2,han,['ハン'],"['ハ', 'ン']",1,0
2018,1437,ハン,版,名詞,漢,6587,62.9657531,1,2,han,['ハン'],"['ハ', 'ン']",0,1
2019,2622,ハン,藩,名詞,漢,3457,33.0457885,1,2,han,['ハン'],"['ハ', 'ン']",0,1
2020,694,バン,番,名詞,漢,13479,128.84703,1,2,ban,['バン'],"['バ', 'ン']",0,1
2021,2788,バン,晩,名詞,漢,3196,30.5508649,1,2,ban,['バン'],"['バ', 'ン']",1,0
2023,1032,ハンイ,範囲,名詞,漢,9233,88.2591162,2,3,han'i,"['ハン', 'イ']","['ハ', 'ン', 'イ']",0,1
2024,2330,ハンエイ,反映,名詞,漢,3959,37.8444537,2,4,han'ei,"['ハン', 'エイ']","['ハ', 'ン', 'エ', 'イ']",0,1
2026,2442,ハンケツ,判決,名詞,漢,3741,35.7605712,3,4,hanketsu,"['ハン', 'ケ', 'ツ']","['ハ', 'ン', 'ケ', 'ツ']",0,1
2027,1229,バンゴウ,番号,名詞,漢,7871,75.23963,2,4,bangou,"['バン', 'ゴウ']","['バ', 'ン', 'ゴ', 'ウ']",0,1
2028,1428,ハンザイ,犯罪,名詞,漢,6612,63.2047305,2,4,hanzai,"['ハン', 'ザイ']","['ハ', 'ン', 'ザ', 'イ']",0,1
2029,954,ハンタイ,反対,名詞,漢,9932,94.940923,2,4,hantai,"['ハン', 'タイ']","['ハ', 'ン', 'タ', 'イ']",0,1
2030,672,ハンダン,判断,名詞,漢,13874,132.6228721,2,4,handan,"['ハン', 'ダン']","['ハ', 'ン', 'ダ', 'ン']",0,1
2031,2020,ハンニン,犯人,名詞,漢,4657,44.5167014,2,4,hannin,"['ハン', 'ニン']","['ハ', 'ン', 'ニ', 'ン']",0,1
2032,1170,ハンノウ,反応,名詞,漢,8251,78.8720858,2,4,hannou,"['ハン', 'ノウ']","['ハ', 'ン', 'ノ', 'ウ']",0,1
2033,717,ハンバイ,販売,名詞,漢,13088,125.1094241,2,4,hanbai,"['ハン', 'バイ']","['ハ', 'ン', 'バ', 'イ']",0,1
2034,1433,ハンブン,半分,名詞,漢,6597,63.0613441,2,4,hanbun,"['ハン', 'ブン']","['ハ', 'ン', 'ブ', 'ン']",0,1
2037,1383,ヒ,比,名詞,漢,6865,65.6231813,1,1,hi,['ヒ'],['ヒ'],1,0
2040,820,ヒガイ,被害,名詞,漢,11656,111.4208013,2,3,higai,"['ヒ', 'ガイ']","['ヒ', 'ガ', 'イ']",0,1
2041,803,ヒカク,比較,名詞,漢,11830,113.0840837,3,3,hikaku,"['ヒ', 'カ', 'ク']","['ヒ', 'カ', 'ク']",0,1
2047,1533,ヒコウ,飛行,名詞,漢,6162,58.9031381,2,3,hikou,"['ヒ', 'コウ']","['ヒ', 'コ', 'ウ']",1,0
2051,1628,ビジュツ,美術,名詞,漢,5818,55.6148097,3,3,bijutsu,"['ビ', 'ジュ', 'ツ']","['ビ', 'ジュ', 'ツ']",1,0
2056,128,ヒツヨウ,必要,名詞,漢,70606,674.9294011,3,4,hitsuyou,"['ヒ', 'ツ', 'ヨウ']","['ヒ', 'ツ', 'ヨ', 'ウ']",0,1
2057,1722,ヒテイ,否定,名詞,漢,5497,52.5463405,2,3,hitei,"['ヒ', 'テイ']","['ヒ', 'テ', 'イ']",1,0
2065,1426,ヒハン,批判,名詞,漢,6623,63.3098805,2,3,hihan,"['ヒ', 'ハン']","['ヒ', 'ハ', 'ン']",0,1
2068,2539,ヒフ,皮膚,名詞,漢,3586,34.2789116,2,2,hifu,"['ヒ', 'フ']","['ヒ', 'フ']",1,0
2069,2007,ヒミツ,秘密,名詞,漢,4691,44.8417106,3,3,himitsu,"['ヒ', 'ミ', 'ツ']","['ヒ', 'ミ', 'ツ']",1,0
2070,124,ヒャク,百,名詞,漢,72617,694.1527394,2,2,hyaku,"['ヒャ', 'ク']","['ヒャ', 'ク']",1,0
2071,381,ヒョウ,表,名詞,漢,22851,218.4348603,2,2,hyou,"['ヒョ', 'ウ']","['ヒョ', 'ウ']",1,0
2072,1096,ヒヨウ,費用,名詞,漢,8673,82.9060235,2,3,hiyou,"['ヒ', 'ヨウ']","['ヒ', 'ヨ', 'ウ']",0,1
2073,1932,ビョウ,秒,名詞,漢,4876,46.610143,2,2,byou,"['ビョ', 'ウ']","['ビョ', 'ウ']",0,1
2074,598,ビョウイン,病院,名詞,漢,15384,147.0571043,3,4,byouin,"['ビョ', 'ウ', 'イン']","['ビョ', 'ウ', 'イ', 'ン']",0,1
2075,453,ヒョウカ,評価,名詞,漢,19805,189.3178595,3,3,hyouka,"['ヒョ', 'ウ', 'カ']","['ヒョ', 'ウ', 'カ']",1,0
2076,1017,ビョウキ,病気,名詞,漢,9340,89.2819393,3,3,byouki,"['ビョ', 'ウ', 'キ']","['ビョ', 'ウ', 'キ']",0,1
2077,745,ヒョウゲン,表現,名詞,漢,12624,120.6740045,3,4,hyougen,"['ヒョ', 'ウ', 'ゲン']","['ヒョ', 'ウ', 'ゲ', 'ン']",1,0
2078,612,ヒョウジ,表示,名詞,漢,15118,144.5143853,3,3,hyouji,"['ヒョ', 'ウ', 'ジ']","['ヒョ', 'ウ', 'ジ']",1,0
2079,1950,ヒョウジュン,標準,名詞,漢,4840,46.2660157,3,4,hyoujun,"['ヒョ', 'ウ', 'ジュン']","['ヒョ', 'ウ', 'ジュ', 'ン']",1,0
2080,1204,ヒョウジョウ,表情,名詞,漢,8008,76.5492259,4,4,hyoujou,"['ヒョ', 'ウ', 'ジョ', 'ウ']","['ヒョ', 'ウ', 'ジョ', 'ウ']",1,0
2081,2014,ヒョウメン,表面,名詞,漢,4671,44.6505287,3,4,hyoumen,"['ヒョ', 'ウ', 'メン']","['ヒョ', 'ウ', 'メ', 'ン']",1,0
2083,1986,ヒリツ,比率,名詞,漢,4766,45.5586427,3,3,hiritsu,"['ヒ', 'リ', 'ツ']","['ヒ', 'リ', 'ツ']",1,0
2091,2766,ビン,便,名詞,漢,3235,30.9236696,1,2,bin,['ビン'],"['ビ', 'ン']",0,1
2093,283,ブ,部,名詞,漢,30479,291.3516304,1,1,bu,['ブ'],['ブ'],0,1
2096,916,フアン,不安,名詞,漢,10386,99.2807518,2,3,fuan,"['フ', 'アン']","['フ', 'ア', 'ン']",1,0
2098,452,フウ,風,名詞,漢,19826,189.5186005,1,2,fuu,['フウ'],"['フ', 'ウ']",1,0
2099,2349,フウケイ,風景,名詞,漢,3928,37.5481218,2,4,fuukei,"['フウ', 'ケイ']","['フ', 'ウ', 'ケ', 'イ']",1,0
2100,1334,フウフ,夫婦,名詞,漢,7161,68.4526732,2,3,fuufu,"['フウ', 'フ']","['フ', 'ウ', 'フ']",1,0
2103,1824,フキュウ,普及,名詞,漢,5212,49.8219987,3,3,fukyuu,"['フ', 'キュ', 'ウ']","['フ', 'キュ', 'ウ']",1,0
2104,2556,フキン,付近,名詞,漢,3552,33.9539024,2,3,fukin,"['フ', 'キン']","['フ', 'キ', 'ン']",1,0
2105,1617,フク,服,名詞,漢,5867,56.0832053,2,2,fuku,"['フ', 'ク']","['フ', 'ク']",0,1
2107,2024,フクザツ,複雑,名詞,漢,4644,44.3924332,4,4,fukuzatsu,"['フ', 'ク', 'ザ', 'ツ']","['フ', 'ク', 'ザ', 'ツ']",0,1
2108,671,フクシ,福祉,名詞,漢,13891,132.7853767,3,3,fukushi,"['フ', 'ク', 'シ']","['フ', 'ク', 'シ']",0,1
2109,2011,フクスウ,複数,名詞,漢,4684,44.774797,3,4,fukusuu,"['フ', 'ク', 'スウ']","['フ', 'ク', 'ス', 'ウ']",0,1
2114,1280,フシギ,不思議,名詞,漢,7568,72.3432245,3,3,fushigi,"['フ', 'シ', 'ギ']","['フ', 'シ', 'ギ']",1,0
2115,2274,フジン,夫人,名詞,漢,4075,38.9533086,2,3,fujin,"['フ', 'ジン']","['フ', 'ジ', 'ン']",1,0
2116,2388,フジン,婦人,名詞,漢,3847,36.7738352,2,3,fujin,"['フ', 'ジン']","['フ', 'ジ', 'ン']",1,0
2118,1498,フソク,不足,名詞,漢,6342,60.6237751,3,3,fusoku,"['フ', 'ソ', 'ク']","['フ', 'ソ', 'ク']",1,0
2120,1670,ブタイ,舞台,名詞,漢,5657,54.0757956,2,3,butai,"['ブ', 'タイ']","['ブ', 'タ', 'イ']",1,0
2121,2463,ブタイ,部隊,名詞,漢,3705,35.4164438,2,3,butai,"['ブ', 'タイ']","['ブ', 'タ', 'イ']",1,0
2124,807,フタン,負担,名詞,漢,11784,112.6443654,2,3,futan,"['フ', 'タン']","['フ', 'タ', 'ン']",0,1
2126,468,フツウ,普通,名詞,漢,19319,184.6721398,2,3,futsuu,"['フ', 'ツウ']","['フ', 'ツ', 'ウ']",1,0
2127,1197,ブッシツ,物質,名詞,漢,8074,77.1801261,3,4,busshitsu,"['ブッ', 'シ', 'ツ']","['ブ', 'ッ', 'シ', 'ツ']",0,1
2130,344,ブブン,部分,名詞,漢,24795,237.0177393,2,3,bubun,"['ブ', 'ブン']","['ブ', 'ブ', 'ン']",1,0
2132,2620,フマン,不満,名詞,漢,3459,33.0649066,2,3,fuman,"['フ', 'マン']","['フ', 'マ', 'ン']",1,0
2133,2318,フメイ,不明,名詞,漢,3996,38.1981402,2,3,fumei,"['フ', 'メイ']","['フ', 'メ', 'イ']",1,0
2134,1640,ブモン,部門,名詞,漢,5769,55.1464141,2,3,bumon,"['ブ', 'モン']","['ブ', 'モ', 'ン']",0,1
2155,238,フン,分,名詞,漢,36200,346.039208,1,2,fun,['フン'],"['フ', 'ン']",0,1
2156,476,ブン,分,名詞,漢,19123,182.7985573,1,2,bun,['ブン'],"['ブ', 'ン']",0,1
2157,1285,ブン,文,名詞,漢,7526,71.9417425,1,2,bun,['ブン'],"['ブ', 'ン']",1,0
2158,1604,フンイキ,雰囲気,名詞,漢,5921,56.5993964,3,4,fun'iki,"['フン', 'イ', 'キ']","['フ', 'ン', 'イ', 'キ']",0,1
2159,423,ブンカ,文化,名詞,漢,20569,196.6210074,2,3,bunka,"['ブン', 'カ']","['ブ', 'ン', 'カ']",1,0
2160,1682,ブンガク,文学,名詞,漢,5610,53.6265181,3,4,bungaku,"['ブン', 'ガ', 'ク']","['ブ', 'ン', 'ガ', 'ク']",1,0
2161,1694,ブンショ,文書,名詞,漢,5582,53.3588635,2,3,bunsho,"['ブン', 'ショ']","['ブ', 'ン', 'ショ']",1,0
2162,1735,ブンショウ,文章,名詞,漢,5456,52.1544176,3,4,bunshou,"['ブン', 'ショ', 'ウ']","['ブ', 'ン', 'ショ', 'ウ']",1,0
2163,1216,ブンセキ,分析,名詞,漢,7953,76.0234757,3,4,bunseki,"['ブン', 'セ', 'キ']","['ブ', 'ン', 'セ', 'キ']",0,1
2164,2718,ブンメイ,文明,名詞,漢,3296,31.5067743,2,4,bunmei,"['ブン', 'メイ']","['ブ', 'ン', 'メ', 'イ']",1,0
2165,1078,ブンヤ,分野,名詞,漢,8874,84.8274014,2,3,bunya,"['ブン', 'ヤ']","['ブ', 'ン', 'ヤ']",0,1
2166,2248,ブンルイ,分類,名詞,漢,4130,39.4790588,3,4,bunrui,"['ブン', 'ル', 'イ']","['ブ', 'ン', 'ル', 'イ']",0,1
2168,2269,ヘイ,兵,名詞,漢,4085,39.0488996,1,2,hei,['ヘイ'],"['ヘ', 'イ']",0,1
2169,1526,ベイ,米,名詞,漢,6199,59.2568246,1,2,bei,['ベイ'],"['ベ', 'イ']",1,0
2170,1014,ヘイキン,平均,名詞,漢,9375,89.6165076,2,4,heikin,"['ヘイ', 'キン']","['ヘ', 'イ', 'キ', 'ン']",0,1
2173,1488,ヘイワ,平和,名詞,漢,6378,60.9679024,2,3,heiwa,"['ヘイ', 'ワ']","['ヘ', 'イ', 'ワ']",0,1
2178,263,ベツ,別,名詞,漢,33053,315.9567387,2,2,betsu,"['ベ', 'ツ']","['ベ', 'ツ']",0,1
2183,1634,ヘン,変,名詞,漢,5792,55.3662733,1,2,hen,['ヘン'],"['ヘ', 'ン']",1,0
2184,1733,ヘン,辺,名詞,漢,5465,52.2404495,1,2,hen,['ヘン'],"['ヘ', 'ン']",1,0
2185,1841,ヘン,編,名詞,漢,5150,49.2293348,1,2,hen,['ヘン'],"['ヘ', 'ン']",1,0
2186,464,ヘンカ,変化,名詞,漢,19416,185.5993719,2,3,henka,"['ヘン', 'カ']","['ヘ', 'ン', 'カ']",0,1
2187,1038,ベンキョウ,勉強,名詞,漢,9154,87.5039478,3,4,benkyou,"['ベン', 'キョ', 'ウ']","['ベ', 'ン', 'キョ', 'ウ']",1,0
2188,1544,ベンゴ,弁護,名詞,漢,6122,58.5207743,2,3,bengo,"['ベン', 'ゴ']","['ベ', 'ン', 'ゴ']",1,0
